name,address,telephone,website,category,sub_category,rating,reviews,search_keyword,search_location,claimed,permanently_closed,latitude,longitude,map_link,image_url,title,title_url,description,opening_hours
"Le M%C3%A9ridien Gurgaon, Delhi NCR","Sector 26 M.G. Road, Gurgaon Delhi, Border, Gurugram, Haryana 122002 ",0124 499 2000 ,https://www.marriott.com/en-us/hotels/deldm-le-meridien-gurgaon-delhi-ncr/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,,4.4,"11,193",,"Gurugram, Haryana",Unvarified,,,"elhi+NCR/data=!4m10!3m9!1s0x390d1e42333060cf:0x7e18e832036f6913???28.4806195,,,77.1077522|","https://www.google.com/maps/place/Le+M%C3%A9ridien+Gurgaon,+Delhi+NCR/data=!4m10!3m9!1s0x390d1e42333060cf:0x7e18e832036f6913!5m2!4m1!1i2!8m2!3d28.4806195!4d77.1077522!16s%2Fg%2F1tjyr_hl!19sChIJz2AwM0IeDTkRE2lvAzLoGH4?authuser=0&hl=en&rclk=1
",https://lh5.googleusercontent.com/p/AF1QipNDh5ziqe4mhS4MpN6dd6vl4VUNsTNoQkC4TXg,"Le M%C3%A9ridien Gurgaon, Delhi NCR",le-m-c3-a9ridien-gurgaon-delhi-ncr,"Le M%C3%A9ridien Gurgaon, Delhi NCRis a  which is located on Address: Sector 26 M.G. Road, Gurgaon Delhi, Border, Gurugram, Haryana 122002  in m, Haryana. The Le M%C3%A9ridien Gurgaon, Delhi NCR offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Le M%C3%A9ridien Gurgaon, Delhi NCR contact details or directly call on compnay helpline number Phone: 0124 499 2000  for any question & quveries./nFor more detail, users can visit the officail website  of Le M%C3%A9ridien Gurgaon, Delhi NCR./nFrequently Asked Question/nWhat are the services Offered by Le M%C3%A9ridien Gurgaon, Delhi NCR/n/nWhich is the address of Le M%C3%A9ridien Gurgaon, Delhi NCR/nAddress: Sector 26 M.G. Road, Gurgaon Delhi, Border, Gurugram, Haryana 122002 /nWhich are service areas is covered by Le M%C3%A9ridien Gurgaon, Delhi NCR/nm, Haryana"
j%C3%BCSTa Gurgaon%2FNCR,"NR-40, Mehrauli-Gurgaon Rd, Opposite Neelkanth Hospital, DLF Phase 3, Sector 24, Gurugram, Haryana 122002 ",0124 351 0172 ,https://www.justahotels.com/justa-gurgaon-ncr/,,,3.8,724,,"Gurugram, Haryana",Unvarified,,28.4839875,77.1067027|,"https://www.google.com/maps/place/j%C3%BCSTa+Gurgaon%2FNCR/data=!4m10!3m9!1s0x390d1ed3d17379c7:0xb3f6eea5fd764836!5m2!4m1!1i2!8m2!3d28.4839875!4d77.1067027!16s%2Fg%2F1tfzkqsh!19sChIJx3lz0dMeDTkRNkh2_aXu9rM?authuser=0&hl=en&rclk=1
",,j%C3%BCSTa Gurgaon%2FNCR,j-c3-bcsta-gurgaon-2fncr,"j%C3%BCSTa Gurgaon%2FNCRis a  which is located on Address: NR-40, Mehrauli-Gurgaon Rd, Opposite Neelkanth Hospital, DLF Phase 3, Sector 24, Gurugram, Haryana 122002  in m, Haryana. The j%C3%BCSTa Gurgaon%2FNCR offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given j%C3%BCSTa Gurgaon%2FNCR contact details or directly call on compnay helpline number Phone: 0124 351 0172  for any question & quveries./nFor more detail, users can visit the officail website  of j%C3%BCSTa Gurgaon%2FNCR./nFrequently Asked Question/nWhat are the services Offered by j%C3%BCSTa Gurgaon%2FNCR/n/nWhich is the address of j%C3%BCSTa Gurgaon%2FNCR/nAddress: NR-40, Mehrauli-Gurgaon Rd, Opposite Neelkanth Hospital, DLF Phase 3, Sector 24, Gurugram, Haryana 122002 /nWhich are service areas is covered by j%C3%BCSTa Gurgaon%2FNCR/nm, Haryana"
"The Westin Gurgaon, New Delhi","1 Mg Road, Sector 29, New Delhi, Ncr, Gurugram, Haryana 122002 ",0124 497 7777 ,https://www.marriott.com/en-us/hotels/delwi-the-westin-gurgaon-new-delhi/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,,4.4,"16,976",,"Gurugram, Haryana",Unvarified,,,"ew+Delhi/data=!4m10!3m9!1s0x390d191c81bf691f:0x3cd72bad3b46329a???28.476874,,,77.0705817|","https://www.google.com/maps/place/The+Westin+Gurgaon,+New+Delhi/data=!4m10!3m9!1s0x390d191c81bf691f:0x3cd72bad3b46329a!5m2!4m1!1i2!8m2!3d28.476874!4d77.0705817!16s%2Fg%2F1hm2lr4br!19sChIJH2m_gRwZDTkRmjJGO60r1zw?authuser=0&hl=en&rclk=1
",https://lh5.googleusercontent.com/p/AF1QipNTYToYQOYqR6apnu7xCgp3Vqkk2U_2hvhly5mj,"The Westin Gurgaon, New Delhi",the-westin-gurgaon-new-delhi,"The Westin Gurgaon, New Delhiis a  which is located on Address: 1 Mg Road, Sector 29, New Delhi, Ncr, Gurugram, Haryana 122002  in m, Haryana. The The Westin Gurgaon, New Delhi offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given The Westin Gurgaon, New Delhi contact details or directly call on compnay helpline number Phone: 0124 497 7777  for any question & quveries./nFor more detail, users can visit the officail website  of The Westin Gurgaon, New Delhi./nFrequently Asked Question/nWhat are the services Offered by The Westin Gurgaon, New Delhi/n/nWhich is the address of The Westin Gurgaon, New Delhi/nAddress: 1 Mg Road, Sector 29, New Delhi, Ncr, Gurugram, Haryana 122002 /nWhich are service areas is covered by The Westin Gurgaon, New Delhi/nm, Haryana",Check-in time: 2:00 pm || Check-out time: 12:00 pm
"Crowne Plaza Gurgaon, an IHG Hotel","Site No.2, opposite Signature Tower, Sector 29, Gurugram, Haryana 122001 ",0124 453 4000 ,https://www.ihg.com/crowneplaza/hotels/us/en//gurgaon/ndegg/hoteldetail,,,4.5,"12,450",,"Gurugram, Haryana",Unvarified,,,"n+IHG+Hotel/data=!4m10!3m9!1s0x390d19a8ffffffff:0x6c02259f120c3044???28.468254,,,77.059928|","https://www.google.com/maps/place/Crowne+Plaza+Gurgaon,+an+IHG+Hotel/data=!4m10!3m9!1s0x390d19a8ffffffff:0x6c02259f120c3044!5m2!4m1!1i2!8m2!3d28.468254!4d77.059928!16s%2Fg%2F1tmy3fwn!19sChIJ_____6gZDTkRRDAMEp8lAmw?authuser=0&hl=en&rclk=1
",https://lh5.googleusercontent.com/p/AF1QipNYRgfoxFQhN4BZrLr9niKIwK_EQrS0XZ5GjUkN,"Crowne Plaza Gurgaon, an IHG Hotel",crowne-plaza-gurgaon-an-ihg-hotel,"Crowne Plaza Gurgaon, an IHG Hotelis a  which is located on Address: Site No.2, opposite Signature Tower, Sector 29, Gurugram, Haryana 122001  in m, Haryana. The Crowne Plaza Gurgaon, an IHG Hotel offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Crowne Plaza Gurgaon, an IHG Hotel contact details or directly call on compnay helpline number Phone: 0124 453 4000  for any question & quveries./nFor more detail, users can visit the officail website  of Crowne Plaza Gurgaon, an IHG Hotel./nFrequently Asked Question/nWhat are the services Offered by Crowne Plaza Gurgaon, an IHG Hotel/n/nWhich is the address of Crowne Plaza Gurgaon, an IHG Hotel/nAddress: Site No.2, opposite Signature Tower, Sector 29, Gurugram, Haryana 122001 /nWhich are service areas is covered by Crowne Plaza Gurgaon, an IHG Hotel/nm, Haryana",Check-in time: 3:00 pm || Check-out time: 12:00 pm
Radisson Gurugram Udyog Vihar,"Nh-8, Phase 3, adjacent to Plot No. 406, Udyog Vihar, Sector 20, Gurugram, Haryana 122016 ",0124 494 2555 ,https://www.radissonhotels.com/en-us/hotels/radisson-gurugram-udyog-vihar?cid=a:se+b:gmb+c:apac+i:local+e:rad+d:ind+h:INHRGURUVI,,,4.5,"15,211",,"Gurugram, Haryana",Unvarified,,28.5097839,77.0921063|,"https://www.google.com/maps/place/Radisson+Gurugram+Udyog+Vihar/data=!4m10!3m9!1s0x390d1943414edf6d:0x34107571ed7a56!5m2!4m1!1i2!8m2!3d28.5097839!4d77.0921063!16s%2Fg%2F11h0blq2g!19sChIJbd9OQUMZDTkRVnrtcXUQNAA?authuser=0&hl=en&rclk=1
",https://lh5.googleusercontent.com/p/AF1QipNDjonxRKhSRp812vTXZlk9hWM2RQy3NIPHAmuP,Radisson Gurugram Udyog Vihar,radisson-gurugram-udyog-vihar,"Radisson Gurugram Udyog Viharis a  which is located on Address: Nh-8, Phase 3, adjacent to Plot No. 406, Udyog Vihar, Sector 20, Gurugram, Haryana 122016  in m, Haryana. The Radisson Gurugram Udyog Vihar offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Radisson Gurugram Udyog Vihar contact details or directly call on compnay helpline number Phone: 0124 494 2555  for any question & quveries./nFor more detail, users can visit the officail website  of Radisson Gurugram Udyog Vihar./nFrequently Asked Question/nWhat are the services Offered by Radisson Gurugram Udyog Vihar/n/nWhich is the address of Radisson Gurugram Udyog Vihar/nAddress: Nh-8, Phase 3, adjacent to Plot No. 406, Udyog Vihar, Sector 20, Gurugram, Haryana 122016 /nWhich are service areas is covered by Radisson Gurugram Udyog Vihar/nm, Haryana",Check-in time: 2:00 pm || Check-out time: 12:00 pm
"Country Inn %26 Suites by Radisson, Gurgaon Sector 12","Plot No. 301, 302, Anamika Enclave, Sector 12, Gurugram, Haryana 122001 ",0124 665 5555 ,https://www.radissonhotels.com/en-us/hotels/country-inn-gurgaon-sector-12?cid=a:se+b:gmb+c:apac+i:local+e:cis+d:ind+h:INHRGURS12,,,4.3,"5,404",,"Gurugram, Haryana",Unvarified,,,"urgaon+Sector+12/data=!4m10!3m9!1s0x390d19cac0000001:0x6dafd71b1f6bd85b???28.4682671,,,77.0380146|","https://www.google.com/maps/place/Country+Inn+%26+Suites+by+Radisson,+Gurgaon+Sector+12/data=!4m10!3m9!1s0x390d19cac0000001:0x6dafd71b1f6bd85b!5m2!4m1!1i2!8m2!3d28.4682671!4d77.0380146!16s%2Fg%2F1v9l94qb!19sChIJAQAAwMoZDTkRW9hrHxvXr20?authuser=0&hl=en&rclk=1
",https://lh5.googleusercontent.com/p/AF1QipOuzT2O8hMabAW_QanZo1xtMGvdggPWnHA-adgq,"Country Inn %26 Suites by Radisson, Gurgaon Sector 12",country-inn-26-suites-by-radisson-gurgaon-sector-12,"Country Inn %26 Suites by Radisson, Gurgaon Sector 12is a  which is located on Address: Plot No. 301, 302, Anamika Enclave, Sector 12, Gurugram, Haryana 122001  in m, Haryana. The Country Inn %26 Suites by Radisson, Gurgaon Sector 12 offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Country Inn %26 Suites by Radisson, Gurgaon Sector 12 contact details or directly call on compnay helpline number Phone: 0124 665 5555  for any question & quveries./nFor more detail, users can visit the officail website  of Country Inn %26 Suites by Radisson, Gurgaon Sector 12./nFrequently Asked Question/nWhat are the services Offered by Country Inn %26 Suites by Radisson, Gurgaon Sector 12/n/nWhich is the address of Country Inn %26 Suites by Radisson, Gurgaon Sector 12/nAddress: Plot No. 301, 302, Anamika Enclave, Sector 12, Gurugram, Haryana 122001 /nWhich are service areas is covered by Country Inn %26 Suites by Radisson, Gurgaon Sector 12/nm, Haryana"
DoubleTree by Hilton Gurugram Baani Square,"Baani Square, Sector 50, Gurugram, Haryana 122002 ",0124 442 0000 ,https://www.hilton.com/en/hotels/delgudi-doubletree-gurugram-baani-square/?SEO_id=GMB-APAC-DI-DELGUDI,,,4.4,"5,733",,"Gurugram, Haryana",Unvarified,,28.4259344,77.0574072|,"https://www.google.com/maps/place/DoubleTree+by+Hilton+Gurugram+Baani+Square/data=!4m10!3m9!1s0x390d227daaaaaaab:0xfc26dbd7a1e3bad7!5m2!4m1!1i2!8m2!3d28.4259344!4d77.0574072!16s%2Fg%2F1hhhp2lk3!19sChIJq6qqqn0iDTkR17rjodfbJvw?authuser=0&hl=en&rclk=1
",https://lh5.googleusercontent.com/p/AF1QipO_6Y17vaP3m5zlAzeMOQX9_U2vtA7CTSnBUsf5,DoubleTree by Hilton Gurugram Baani Square,doubletree-by-hilton-gurugram-baani-square,"DoubleTree by Hilton Gurugram Baani Squareis a  which is located on Address: Baani Square, Sector 50, Gurugram, Haryana 122002  in m, Haryana. The DoubleTree by Hilton Gurugram Baani Square offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given DoubleTree by Hilton Gurugram Baani Square contact details or directly call on compnay helpline number Phone: 0124 442 0000  for any question & quveries./nFor more detail, users can visit the officail website  of DoubleTree by Hilton Gurugram Baani Square./nFrequently Asked Question/nWhat are the services Offered by DoubleTree by Hilton Gurugram Baani Square/n/nWhich is the address of DoubleTree by Hilton Gurugram Baani Square/nAddress: Baani Square, Sector 50, Gurugram, Haryana 122002 /nWhich are service areas is covered by DoubleTree by Hilton Gurugram Baani Square/nm, Haryana",
"Hotel Haut Monde, Gurgaon","316, Jharsa Rd, Sector 15 Part 2, Patel Nagar, Gurugram, Haryana 122001 ",0124 484 0000 ,http://www.contitel.co/,,,3.7,"2,767",,"Gurugram, Haryana",Unvarified,,,"urgaon/data=!4m10!3m9!1s0x390d18466e76756b:0x3cb1e13cdf5ae45c???28.4552048,,,77.0381321|","https://www.google.com/maps/place/Hotel+Haut+Monde,+Gurgaon/data=!4m10!3m9!1s0x390d18466e76756b:0x3cb1e13cdf5ae45c!5m2!4m1!1i2!8m2!3d28.4552048!4d77.0381321!16s%2Fg%2F12ml2yqns!19sChIJa3V2bkYYDTkRXORa3zzhsTw?authuser=0&hl=en&rclk=1
",,"Hotel Haut Monde, Gurgaon",hotel-haut-monde-gurgaon,"Hotel Haut Monde, Gurgaonis a  which is located on Address: 316, Jharsa Rd, Sector 15 Part 2, Patel Nagar, Gurugram, Haryana 122001  in m, Haryana. The Hotel Haut Monde, Gurgaon offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Hotel Haut Monde, Gurgaon contact details or directly call on compnay helpline number Phone: 0124 484 0000  for any question & quveries./nFor more detail, users can visit the officail website  of Hotel Haut Monde, Gurgaon./nFrequently Asked Question/nWhat are the services Offered by Hotel Haut Monde, Gurgaon/n/nWhich is the address of Hotel Haut Monde, Gurgaon/nAddress: 316, Jharsa Rd, Sector 15 Part 2, Patel Nagar, Gurugram, Haryana 122001 /nWhich are service areas is covered by Hotel Haut Monde, Gurgaon/nm, Haryana",Check-in time: 2:00 pm || Check-out time: 12:00 pm
"The Bristol Hotel, Gurgaon (5 Star Deluxe Hotel)","near Sikanderpur Metro Station, A Block, DLF Phase 1, Sector 28, Gurugram, Haryana 122002 ",0124 435 1111 ,https://www.thebristolhotel.in/,,,4.0,"1,779",,"Gurugram, Haryana",Unvarified,,,"urgaon+(5+Star+Deluxe+Hotel)/data=!4m10!3m9!1s0x390d19a7b0aae679:0x339fb3da16c10c70???28.4796838,,,77.0918758|","https://www.google.com/maps/place/The+Bristol+Hotel,+Gurgaon+(5+Star+Deluxe+Hotel)/data=!4m10!3m9!1s0x390d19a7b0aae679:0x339fb3da16c10c70!5m2!4m1!1i2!8m2!3d28.4796838!4d77.0918758!16s%2Fg%2F11hzypf3lw!19sChIJeeaqsKcZDTkRcAzBFtqznzM?authuser=0&hl=en&rclk=1
",,"The Bristol Hotel, Gurgaon (5 Star Deluxe Hotel)",the-bristol-hotel-gurgaon-5-star-deluxe-hotel,"The Bristol Hotel, Gurgaon (5 Star Deluxe Hotel)is a  which is located on Address: near Sikanderpur Metro Station, A Block, DLF Phase 1, Sector 28, Gurugram, Haryana 122002  in m, Haryana. The The Bristol Hotel, Gurgaon (5 Star Deluxe Hotel) offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given The Bristol Hotel, Gurgaon (5 Star Deluxe Hotel) contact details or directly call on compnay helpline number Phone: 0124 435 1111  for any question & quveries./nFor more detail, users can visit the officail website  of The Bristol Hotel, Gurgaon (5 Star Deluxe Hotel)./nFrequently Asked Question/nWhat are the services Offered by The Bristol Hotel, Gurgaon (5 Star Deluxe Hotel)/n/nWhich is the address of The Bristol Hotel, Gurgaon (5 Star Deluxe Hotel)/nAddress: near Sikanderpur Metro Station, A Block, DLF Phase 1, Sector 28, Gurugram, Haryana 122002 /nWhich are service areas is covered by The Bristol Hotel, Gurgaon (5 Star Deluxe Hotel)/nm, Haryana",Check-in time: 2:00 pm || Check-out time: 12:00 pm
"Holiday Inn Gurugram Sector 90, an IHG Hotel","Sector 90, Gurugram, Haryana 122505 ",0124 481 7777 ,https://www.ihg.com/holidayinn/hotels/us/en/gurgaon/delgs/hoteldetail?cm_mmc=GoogleMaps-_-HI-_-IN-_-DELGS,,,4.2,"1,575",,"Gurugram, Haryana",Unvarified,,,"n+IHG+Hotel/data=!4m10!3m9!1s0x390d3d5bba0c728d:0x3a6abfb0bc5a1884???28.4036975,,,76.9362499|","https://www.google.com/maps/place/Holiday+Inn+Gurugram+Sector+90,+an+IHG+Hotel/data=!4m10!3m9!1s0x390d3d5bba0c728d:0x3a6abfb0bc5a1884!5m2!4m1!1i2!8m2!3d28.4036975!4d76.9362499!16s%2Fg%2F11fsb29by4!19sChIJjXIMuls9DTkRhBhavLC_ajo?authuser=0&hl=en&rclk=1
",,"Holiday Inn Gurugram Sector 90, an IHG Hotel",holiday-inn-gurugram-sector-90-an-ihg-hotel,"Holiday Inn Gurugram Sector 90, an IHG Hotelis a  which is located on Address: Sector 90, Gurugram, Haryana 122505  in m, Haryana. The Holiday Inn Gurugram Sector 90, an IHG Hotel offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Holiday Inn Gurugram Sector 90, an IHG Hotel contact details or directly call on compnay helpline number Phone: 0124 481 7777  for any question & quveries./nFor more detail, users can visit the officail website  of Holiday Inn Gurugram Sector 90, an IHG Hotel./nFrequently Asked Question/nWhat are the services Offered by Holiday Inn Gurugram Sector 90, an IHG Hotel/n/nWhich is the address of Holiday Inn Gurugram Sector 90, an IHG Hotel/nAddress: Sector 90, Gurugram, Haryana 122505 /nWhich are service areas is covered by Holiday Inn Gurugram Sector 90, an IHG Hotel/nm, Haryana",
"Lemon Tree Hotel, Udyog Vihar, Gurugram","866, Udyog Vihar Phase V, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016 ",0124 442 3232 ,http://www.lemontreehotels.com/lemon-tree-hotel/gurgaon/udyog-vihar-gurgaon.aspx,,,3.8,"1,593",,"Gurugram, Haryana",Unvarified,,,"dyog+Vihar,+Gurugram/data=!4m10!3m9!1s0x390d194422b609ad:0x24b90075eea760f8???28.5024893,,,77.0866394|","https://www.google.com/maps/place/Lemon+Tree+Hotel,+Udyog+Vihar,+Gurugram/data=!4m10!3m9!1s0x390d194422b609ad:0x24b90075eea760f8!5m2!4m1!1i2!8m2!3d28.5024893!4d77.0866394!16s%2Fg%2F1tmkjbxb!19sChIJrQm2IkQZDTkR-GCn7nUAuSQ?authuser=0&hl=en&rclk=1
",,"Lemon Tree Hotel, Udyog Vihar, Gurugram",lemon-tree-hotel-udyog-vihar-gurugram,"Lemon Tree Hotel, Udyog Vihar, Gurugramis a  which is located on Address: 866, Udyog Vihar Phase V, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016  in m, Haryana. The Lemon Tree Hotel, Udyog Vihar, Gurugram offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Lemon Tree Hotel, Udyog Vihar, Gurugram contact details or directly call on compnay helpline number Phone: 0124 442 3232  for any question & quveries./nFor more detail, users can visit the officail website  of Lemon Tree Hotel, Udyog Vihar, Gurugram./nFrequently Asked Question/nWhat are the services Offered by Lemon Tree Hotel, Udyog Vihar, Gurugram/n/nWhich is the address of Lemon Tree Hotel, Udyog Vihar, Gurugram/nAddress: 866, Udyog Vihar Phase V, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016 /nWhich are service areas is covered by Lemon Tree Hotel, Udyog Vihar, Gurugram/nm, Haryana",Check-in time: 2:00 pm || Check-out time: 12:00 am
"Lemon Tree Premier, City Center, Gurgaon","287 Millennium City Center, Sector Rd, near Pllazio, Sector 29, Gurugram, Haryana 122001 ",0124 416 0303 ,http://www.lemontreehotels.com/lemon-tree-premier/gurgaon/city-center-gurgaon.aspx,,,4.3,"2,114",,"Gurugram, Haryana",Unvarified,,,"ity+Center,+Gurgaon/data=!4m10!3m9!1s0x390d18fc36eec2af:0x4536754f23def82d???28.4649672,,,77.0647054|","https://www.google.com/maps/place/Lemon+Tree+Premier,+City+Center,+Gurgaon/data=!4m10!3m9!1s0x390d18fc36eec2af:0x4536754f23def82d!5m2!4m1!1i2!8m2!3d28.4649672!4d77.0647054!16s%2Fg%2F1tlgwbkl!19sChIJr8LuNvwYDTkRLfjeI091NkU?authuser=0&hl=en&rclk=1
",,"Lemon Tree Premier, City Center, Gurgaon",lemon-tree-premier-city-center-gurgaon,"Lemon Tree Premier, City Center, Gurgaonis a  which is located on Address: 287 Millennium City Center, Sector Rd, near Pllazio, Sector 29, Gurugram, Haryana 122001  in m, Haryana. The Lemon Tree Premier, City Center, Gurgaon offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Lemon Tree Premier, City Center, Gurgaon contact details or directly call on compnay helpline number Phone: 0124 416 0303  for any question & quveries./nFor more detail, users can visit the officail website  of Lemon Tree Premier, City Center, Gurgaon./nFrequently Asked Question/nWhat are the services Offered by Lemon Tree Premier, City Center, Gurgaon/n/nWhich is the address of Lemon Tree Premier, City Center, Gurgaon/nAddress: 287 Millennium City Center, Sector Rd, near Pllazio, Sector 29, Gurugram, Haryana 122001 /nWhich are service areas is covered by Lemon Tree Premier, City Center, Gurgaon/nm, Haryana",Check-in time: 2:00 pm || Check-out time: 12:00 pm
Eddison Hotel,"Prem Nagar, Near Sector-14, Opp Ajit Cinema, 293/3, Delhi Rd, Gurugram, Haryana 122001 ",0124 426 6677 ,,,,3.8,456,,"Gurugram, Haryana",Unvarified,,28.465543,77.034688|,"https://www.google.com/maps/place/Eddison+Hotel/data=!4m10!3m9!1s0x390d184a8b085f23:0x41a53a9188fc3f7a!5m2!4m1!1i2!8m2!3d28.465543!4d77.034688!16s%2Fg%2F1tfxf1wk!19sChIJI18Ii0oYDTkRej_8iJE6pUE?authuser=0&hl=en&rclk=1
",,Eddison Hotel,eddison-hotel,"Eddison Hotelis a  which is located on Address: Prem Nagar, Near Sector-14, Opp Ajit Cinema, 293/3, Delhi Rd, Gurugram, Haryana 122001  in m, Haryana. The Eddison Hotel offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Eddison Hotel contact details or directly call on compnay helpline number Phone: 0124 426 6677  for any question & quveries./nFor more detail, users can visit the officail website  of Eddison Hotel./nFrequently Asked Question/nWhat are the services Offered by Eddison Hotel/n/nWhich is the address of Eddison Hotel/nAddress: Prem Nagar, Near Sector-14, Opp Ajit Cinema, 293/3, Delhi Rd, Gurugram, Haryana 122001 /nWhich are service areas is covered by Eddison Hotel/nm, Haryana",
Gazebo Inn %26 Suites,"GH-7, CH Baktawar Singh Rd, opposite Medanta Hospital, Janak Puri C Block, Sector 39, Gurugram, Haryana 122001 ",095992 40192 ,,,,4.3,"1,093",,"Gurugram, Haryana",Unvarified,,28.441292,77.04295|,"https://www.google.com/maps/place/Gazebo+Inn+%26+Suites/data=!4m10!3m9!1s0x390d1868c48a6c4f:0x6f78cc03674a9f4e!5m2!4m1!1i2!8m2!3d28.441292!4d77.04295!16s%2Fg%2F11bw64wtt9!19sChIJT2yKxGgYDTkRTp9KZwPMeG8?authuser=0&hl=en&rclk=1
",,Gazebo Inn %26 Suites,gazebo-inn-26-suites,"Gazebo Inn %26 Suitesis a  which is located on Address: GH-7, CH Baktawar Singh Rd, opposite Medanta Hospital, Janak Puri C Block, Sector 39, Gurugram, Haryana 122001  in m, Haryana. The Gazebo Inn %26 Suites offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Gazebo Inn %26 Suites contact details or directly call on compnay helpline number Phone: 095992 40192  for any question & quveries./nFor more detail, users can visit the officail website  of Gazebo Inn %26 Suites./nFrequently Asked Question/nWhat are the services Offered by Gazebo Inn %26 Suites/n/nWhich is the address of Gazebo Inn %26 Suites/nAddress: GH-7, CH Baktawar Singh Rd, opposite Medanta Hospital, Janak Puri C Block, Sector 39, Gurugram, Haryana 122001 /nWhich are service areas is covered by Gazebo Inn %26 Suites/nm, Haryana"
Ramada by Wyndham Gurgaon Central,"Plot 2, Sector 44, Gurugram, Haryana 122003 ",0124 488 6400 ,https://www.wyndhamhotels.com/ramada/gurgaon-india/ramada-gurgaon-central/overview?CID=LC:RA::GGL:RIO:National:36587&iata=00093796,,,4.2,"10,746",,"Gurugram, Haryana",Unvarified,,28.4498989,77.0711179|,"https://www.google.com/maps/place/Ramada+by+Wyndham+Gurgaon+Central/data=!4m10!3m9!1s0x390d18ecdf29d08b:0x348e33d326f65bc1!5m2!4m1!1i2!8m2!3d28.4498989!4d77.0711179!16s%2Fg%2F1tf567_g!19sChIJi9Ap3-wYDTkRwVv2JtMzjjQ?authuser=0&hl=en&rclk=1
",https://lh5.googleusercontent.com/p/AF1QipMafM7c-6YNxnT16TaLBvtnvcIR4vI0yVqyC4tL,Ramada by Wyndham Gurgaon Central,ramada-by-wyndham-gurgaon-central,"Ramada by Wyndham Gurgaon Centralis a  which is located on Address: Plot 2, Sector 44, Gurugram, Haryana 122003  in m, Haryana. The Ramada by Wyndham Gurgaon Central offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Ramada by Wyndham Gurgaon Central contact details or directly call on compnay helpline number Phone: 0124 488 6400  for any question & quveries./nFor more detail, users can visit the officail website  of Ramada by Wyndham Gurgaon Central./nFrequently Asked Question/nWhat are the services Offered by Ramada by Wyndham Gurgaon Central/n/nWhich is the address of Ramada by Wyndham Gurgaon Central/nAddress: Plot 2, Sector 44, Gurugram, Haryana 122003 /nWhich are service areas is covered by Ramada by Wyndham Gurgaon Central/nm, Haryana",Check-in time: 2:00 pm || Check-out time: 12:00 pm
"Skycity Hotel, Gurgaon","1 Old Judicial Complex, Jharsa Rd, near STV Haryana News, Sector 15 Part 1, Gurugram, Haryana 122001 ",097114 00286 ,http://www.skycityhotels.com/,,,3.8,"1,670",,"Gurugram, Haryana",Unvarified,,,"urgaon/data=!4m10!3m9!1s0x390d1944c1bdea0d:0x55e3c7fa345e02af???28.458394,,,77.0351739|","https://www.google.com/maps/place/Skycity+Hotel,+Gurgaon/data=!4m10!3m9!1s0x390d1944c1bdea0d:0x55e3c7fa345e02af!5m2!4m1!1i2!8m2!3d28.458394!4d77.0351739!16s%2Fg%2F1td089nb!19sChIJDeq9wUQZDTkRrwJeNPrH41U?authuser=0&hl=en&rclk=1
",,"Skycity Hotel, Gurgaon",skycity-hotel-gurgaon,"Skycity Hotel, Gurgaonis a  which is located on Address: 1 Old Judicial Complex, Jharsa Rd, near STV Haryana News, Sector 15 Part 1, Gurugram, Haryana 122001  in m, Haryana. The Skycity Hotel, Gurgaon offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Skycity Hotel, Gurgaon contact details or directly call on compnay helpline number Phone: 097114 00286  for any question & quveries./nFor more detail, users can visit the officail website  of Skycity Hotel, Gurgaon./nFrequently Asked Question/nWhat are the services Offered by Skycity Hotel, Gurgaon/n/nWhich is the address of Skycity Hotel, Gurgaon/nAddress: 1 Old Judicial Complex, Jharsa Rd, near STV Haryana News, Sector 15 Part 1, Gurugram, Haryana 122001 /nWhich are service areas is covered by Skycity Hotel, Gurgaon/nm, Haryana",Check-in time: 12:00 pm || Check-out time: 12:00 pm
